ParticipantID,PracticeGambleNumber,GambleChoice,ResponseTimeGamble,GambleSecondaryChoices,GambleSecondaryChoicesTimes,GamblePresetDeadline,MissedDeadline,FullScreenExited,ReproducedTime,SubjectiveDifficulty,ResponseTimeSubjectiveDifficulty,ResponseTimeSubmitAnswersQuestionnaire
1,1,Left,4.775300000011921,,,6,0,0,4450.299999982119,3,7.746299999982119,10.64840000000596
1,2,Left,3.02409999999404,,,8,0,0,7986.0,2,4.60490000000596,6.59859999999404
1,3,Left,3.923699999988079,,,10,0,0,7620.099999994039,3,6.702,9.06879999998212
1,4,Left,5.45,,,8,0,0,4838.4000000059605,3,1.8442999999821184,4.14359999999404
1,5,Left,3.152799999982119,,,6,0,0,4683.59999999404,3,2.5957999999821184,4.714899999976158
1,6,Left,4.267200000017882,,,10,0,0,5552.4000000059605,3,1.5865999999940394,3.3191999999880792
2,1,Left,5.650899999976158,,,6,0,0,2448.5,2,3.9944000000357622,4.8955
2,2,Right,4.218099999964237,,,8,0,0,2351.7999999523163,3,2.6770999999642373,3.277699999988079
2,3,Right,4.250399999976159,,,10,0,0,5683.199999988079,3,2.625900000035762,3.276200000047684
2,4,Left,2.901,,,8,0,0,4206.299999952316,2,2.744300000011921,3.578
2,5,Left,6.701399999976158,,,6,1,0,3556.199999988079,2,1.614800000011921,2.1985
2,6,Left,2.2835999999642373,,,10,0,0,4153.600000023842,1,1.580699999988079,2.2642999999523163
3,1,Left,2.7515,,,6,0,0,3516.7999999523163,2,4.7645999999046325,5.493899999856949
3,2,Left,2.087899999856949,,,8,0,0,582.2999999523163,3,2.3695999999046324,3.0104000000953675
3,3,Left,2.8313000001907347,,,10,0,0,4508.0,3,1.4057000000476838,1.917600000143051
3,4,Left,1.8881000001430512,,,8,0,0,4842.100000143051,1,2.0262999999523164,2.642600000143051
3,5,Left,1.9837999999523164,,,6,0,0,3571.0,2,0.9746000001430511,1.5997000000476838
3,6,Left,1.4887999999523165,,,10,0,0,4011.699999809265,1,0.9365,1.5686000001430511
4,1,Left,2.599099999999628,,,6,0,0,4499.9000000003725,3,6.405700000001118,12.76610000000149
4,2,Left,2.383699999999255,,,8,0,0,8845.800000000745,2,3.434699999999255,4.450099999999628
4,3,Left,1.8005,,,10,0,0,11250.200000001118,3,3.765,10.478200000001118
4,4,Left,2.25560000000149,,,8,0,0,5981.199999999255,2,2.3555,6.531599999999627
4,5,Left,2.176300000000745,,,6,0,0,3622.900000000373,2,1.7674000000003725,3.815300000000745
4,6,Left,1.53589999999851,,,10,0,0,6452.300000000745,2,3.7812999999988826,5.093099999999628
5,1,Left,3.607600000023842,,,6,0,0,3753.700000047684,3,5.381600000023842,6.3095
5,2,Left,2.7203000000715254,,,8,0,0,7058.899999976158,2,2.2638000000715257,3.0159000000953675
5,3,Right,2.568600000023842,,,10,0,0,8435.200000047684,4,3.493,4.053100000023842
5,4,Left,2.639899999976158,,,8,0,0,6168.5,2,2.1285,2.784700000047684
5,5,Left,3.271899999976158,,,6,0,0,4413.700000047684,2,4.773100000023842,5.694100000023842
5,6,Left,1.8793000000715256,,,10,0,0,5414.199999928474,1,1.4135,1.9498000000715257
6,1,Left,3.1637999999988824,,,6,0,0,5388.10000000149,2,5.685199999999255,10.27789999999851
6,2,Left,2.526300000000745,,,8,0,0,5700.300000000745,1,3.514599999999628,4.422400000000373
6,3,Left,2.555099999999628,,,10,0,0,6958.9000000003725,2,11.954099999999627,13.560799999998885
6,4,Left,1.4827000000011177,,,8,0,0,9274.299999998882,3,6.49039999999851,7.153
6,5,Left,3.292199999999255,,,6,0,0,3286.199999999255,1,1.6001999999992549,2.413199999999255
6,6,Left,1.8468999999985096,,,10,0,0,7158.5,1,1.6505,2.4749000000003725
7,1,Left,5.473700000047684,,,6,0,0,3537.899999976158,1,9.168,13.926800000071523
7,2,Left,11.025799999952316,,,8,1,0,5851.300000071526,3,2.2410999999046326,4.469199999928475
7,3,Left,6.673799999952316,,,10,0,0,4745.100000023842,3,5.539,8.155199999928474
7,4,Left,4.162199999928474,,,8,0,0,3870.5,4,5.153700000047683,6.172
7,5,Left,4.137700000047683,,,6,0,0,1544.5,2,2.009799999952316,2.970100000023842
7,6,Left,2.881899999976158,,,10,0,0,5560.700000047684,1,3.580399999976158,4.2585
8,1,Left,2.804600000023842,,,6,0,0,3899.100000023842,2,19.337700000047683,21.550100000023843
8,2,Left,4.2965,,,8,0,0,3019.7999999523163,2,2.5995,7.021199999928474
8,3,Right,6.244300000071526,,,10,0,0,4219.5,3,3.146399999976158,4.925699999928474
8,4,Left,3.0397999999523164,,,8,0,0,4077.5,1,3.4476999999284743,5.198299999952316
8,5,Left,3.8335,,,6,0,0,2536.0,1,1.2299000000953677,1.9969000000953676
8,6,Left,2.368799999952316,,,10,0,0,4644.399999976158,1,1.6865999999046326,2.5005
9,1,Left,2.944,,,6,0,0,3460.0,1,5.609799999952316,7.413700000047684
9,2,Left,1.9965,,,8,0,0,1525.7000000476835,1,3.773800000190735,5.240600000143052
9,3,Right,3.5850999999046325,,,10,0,0,4467.899999856949,3,2.026799999952316,2.9945
9,4,Left,2.149,,,8,0,0,4539.099999904633,1,1.6742000000476838,2.8865
9,5,Left,2.3423999998569487,,,6,0,0,5480.5,1,1.454099999904633,2.727399999856949
9,6,Left,1.6088999998569489,,,10,0,0,6229.5,1,2.498900000095368,3.539300000190735
10,1,Left,7.507700000002979,,,6,1,0,6887.9000000059605,2,10.20689999999106,17.606200000002982
10,2,Left,9.03560000000894,,,8,1,0,5419.9000000059605,2,6.785400000005961,10.65609999999404
10,3,Left,15.98679999999702,,,10,1,0,7773.70000000298,3,7.540400000005961,12.38270000000298
10,4,Left,10.14779999999702,,,8,1,0,24781.5,2,6.919,8.59839999999106
10,5,Left,10.10559999999404,,,6,1,0,7026.09999999404,2,5.02479999999702,9.14239999999106
10,6,Left,5.92690000000596,,,10,0,0,8069.0,1,2.42559999999404,4.73759999999404
11,1,Left,2.298800000190735,,,6,0,0,3803.0,2,6.341200000286102,7.338200000286102
11,2,Left,2.906,,,8,0,0,4964.5,3,2.1455,2.99
11,3,Right,3.1195,,,10,0,0,5183.699999809265,3,2.165,3.25239999961853
11,4,Left,2.3269000000953675,,,8,0,0,5176.199999809265,2,1.2755999999046326,2.048199999809265
11,5,Left,2.195,,,6,0,0,4316.199999809265,2,1.4837000002861025,2.357300000190735
11,6,Left,1.5035999999046326,,,10,0,0,8603.700000286102,1,2.3754000000953672,3.5547000002861022
12,1,Left,1.962899999976158,,,6,0,0,3629.7000000178814,2,5.457199999988079,6.44159999999404
12,2,Left,2.0342999999821187,,,8,0,0,4322.5,3,2.6674000000059603,3.5620999999940395
12,3,Left,4.315,,,10,0,0,10737.90000000596,5,4.094600000023842,5.014800000011921
12,4,Left,2.12759999999404,,,8,0,0,9962.100000023842,3,3.402,4.377300000011921
12,5,Left,2.028699999988079,,,6,0,0,7547.40000000596,3,5.993599999994039,7.0255
12,6,Left,1.8925,,,10,0,0,10436.5,2,3.4587999999821184,4.208899999976159
13,1,Left,2.309099998474121,,,6,0,0,4106.0,1,8.372800001144409,9.70870000076294
13,2,Left,3.02089999961853,,,8,0,0,4370.799999237061,2,4.770900001525879,5.89710000038147
13,3,Left,2.737599998474121,,,10,0,0,18710.19999885559,3,3.497,4.55710000038147
13,4,Left,2.31189999961853,,,8,0,0,3557.8999996185303,3,5.289,6.41239999961853
13,5,Left,2.2355,,,6,0,0,3890.900001525879,1,2.8497999992370606,4.169299999237061
13,6,Left,2.776100000381469,,,10,0,0,4234.10000038147,1,4.880799999237061,6.11960000038147
14,1,Left,3.982800000011921,,,6,0,0,4548.599999964237,3,11.44869999998808,12.606900000035765
14,2,Left,3.9591000000238417,,,8,0,0,2633.0,3,5.933600000023842,7.127199999988079
14,3,Left,3.168,,,10,0,0,426.7000000476837,3,5.666600000023842,8.456
14,4,Left,2.46,,,8,0,0,551.8000000119209,2,3.276199999988079,4.45819999998808
14,5,Left,2.301899999976158,,,6,0,0,407.9000000357628,2,3.1993000000119207,4.380300000011921
14,6,Left,2.6914000000357627,,,10,0,0,337.89999997615814,2,2.731899999976158,3.987199999988079
15,1,Left,2.96929999999702,,,6,0,0,4600.29999999702,2,4.93410000000894,5.54670000000298
15,2,Left,2.9641000000089406,,,8,0,0,2937.29999999702,3,1.94729999999702,2.5910999999940394
15,3,Left,1.5359000000059604,,,10,0,0,4638.4000000059605,4,2.7205,3.45070000000298
15,4,Left,1.310100000008941,,,8,0,0,2384.9000000059605,2,2.146,2.81220000000298
15,5,Left,2.42379999999702,,,6,0,0,2616.8999999910598,2,1.1870999999940397,1.95729999999702
15,6,Left,1.1837999999970197,,,10,0,0,2666.0,1,2.713600000008941,3.561800000011921
16,1,Left,1.6316000000000932,,,6,0,0,1716.8999999999069,2,6.4125,8.054899999999908
16,2,Left,1.971600000000093,,,8,0,0,1794.5,2,1.7123000000002797,2.484600000000093
16,3,Left,2.3618000000002795,,,10,0,0,7040.200000000186,2,2.2362000000001863,3.018600000000093
16,4,Left,2.131899999999906,,,8,0,0,4664.800000000279,2,2.684399999999907,3.4765
16,5,Left,2.561899999999907,,,6,0,0,4162.899999999907,2,1.842,3.974200000000186
16,6,Left,2.011799999999813,,,10,0,0,6755.699999999721,2,1.2505,3.4523999999999067
17,1,Left,2.8007999992370607,,,6,0,0,4658.699998855591,3,4.798799999237061,5.91539999961853
17,2,Left,1.9702000007629397,,,8,0,0,7645.199998855591,2,3.473400001525879,6.374200000762939
17,3,Left,2.084199998855591,,,10,0,0,7369.89999961853,3,3.167,4.348799999237061
17,4,Left,2.1850999984741213,,,8,0,0,6186.5,2,2.419,3.786300001144409
17,5,Left,2.635100000381469,,,6,0,0,5020.60000038147,2,1.3759000015258789,3.3752000007629395
17,6,Left,1.5827000007629397,,,10,0,0,7510.199998855591,1,1.4112000007629395,2.558
18,1,Left,2.085800000011921,,,6,0,0,5956.800000011921,1,6.870400000005961,7.75590000000596
18,2,Left,3.279800000011921,,,8,0,0,7641.699999988079,2,6.210800000011921,7.258
18,3,Left,3.96290000000596,,,10,0,0,10141.0,3,2.1284000000059606,3.612200000017881
18,4,Left,3.207800000011921,,,8,0,0,7747.300000011921,2,3.324800000011921,3.7778000000119207
18,5,Left,3.0349000000059605,,,6,0,0,8588.399999976158,1,1.9865,2.6067000000178813
18,6,Left,3.9777999999821194,,,10,0,0,11767.80000001192,1,1.492199999988079,4.78459999999404
19,1,Left,2.631700000047684,,,6,0,0,2510.700000047684,1,8.590800000071525,11.9295
19,2,Left,2.6616999999284743,,,8,0,0,3374.7999999523163,1,6.624299999952316,8.057700000047683
19,3,Right,4.822100000023842,,,10,0,0,3811.399999976158,3,7.521600000023842,8.616900000095367
19,4,Left,6.367100000023842,,,8,0,0,3236.1999999284744,3,7.129100000023842,8.382399999976158
19,5,Left,7.26,,,6,1,0,1279.899999976158,5,3.5711000000238418,4.704100000023842
19,6,Left,2.804899999976158,,,10,0,0,941.100000023842,1,4.8736999999284745,7.417600000023842
20,1,Left,1.48,,,6,0,0,3576.699999809265,2,5.391699999809265,5.814199999809265
20,2,Left,3.4250999999046328,,,8,0,0,4753.799999713898,2,2.823800000190735,3.6190999999046327
20,3,Right,3.449300000190735,,,10,0,0,5597.900000095367,3,1.8536999998092647,2.353699999809265
20,4,Left,3.7463999996185295,,,8,0,0,7378.900000095367,2,1.4753999996185303,2.0115
20,5,Left,7.0715,,,6,1,0,3504.9000000953674,3,1.2975999999046326,1.8375999999046329
20,6,Left,3.673800000190735,,,10,0,0,8217.799999713898,2,2.165699999809265,2.8170999999046327
21,1,Left,2.8792999999998137,,,6,0,0,3658.899999999907,1,7.352,9.04780000000028
21,2,Left,4.057,,,8,0,0,4079.399999999907,2,4.287,5.526099999999627
21,3,Left,3.428399999999907,,,10,0,0,5617.0,3,4.5281000000000935,5.345
21,4,Left,3.1033000000002797,,,8,0,0,3853.200000000186,2,2.092100000000093,2.6471000000000933
21,5,Left,4.716199999999721,,,6,0,0,2697.399999999907,3,2.8585,3.7280999999996274
21,6,Left,2.222100000000093,,,10,0,0,6445.5,1,1.551,2.3152000000001864
22,1,Left,1.3725,,,6,0,0,2622.1999999955297,2,8.15139999999851,8.929
22,2,Right,2.42010000000149,,,8,0,0,2589.79999999702,4,6.30080000000447,6.997
22,3,Left,2.19380000000447,,,10,0,0,2198.39999999851,3,11.496,12.194300000004471
22,4,Left,2.50839999999851,,,8,0,0,2570.70000000298,3,2.56920000000298,3.27760000000149
22,5,Left,2.73389999999851,,,6,0,0,2287.1999999955297,2,2.3748000000044702,3.00560000000149
22,6,Left,1.7427000000029802,,,10,0,0,2861.4000000059605,3,6.8145,7.80439999999851
23,1,Left,2.8705,,,6,0,0,2721.399999976158,4,9.9855,11.155700000047684
23,2,Right,2.4481999999284745,,,8,0,0,4656.299999952316,3,2.4595,3.649399999976158
23,3,Left,2.175700000047684,,,10,0,0,6122.5,4,2.184200000047684,3.1024000000953675
23,4,Left,2.334299999952316,,,8,0,0,7808.399999976158,4,2.740100000023842,3.715100000023842
23,5,Left,3.343,,,6,0,0,5802.699999928474,2,2.0995,3.504399999976158
23,6,Left,2.221,,,10,0,0,7550.5,1,4.394099999904633,8.225199999928474
